title,lifetime_gross,year
Wind Chill,36804,2007
"Forever, Lulu",36786,1987
Uncertainty,36689,2009
Araby,36648,2018
Mind Game (2017 re-release),36613,2018
Man Push Cart,36608,2006
Sleeping Beauty (2011) (II),36578,2011
Paper Dolls,36577,2006
My Kingdom (2011),36533,2011
La Chinoise (re-issue),36488,2007
Out of Control,36486,2003
The Servant (2013 re-release),36463,2013
The Crime of Monsieur Lange (2017 re-release),36438,2017
From Here to Eternity (50th Anniversary),36416,2003
Been Rich All My Life,36406,2006
How to Let Go of the World and Love All Things Climate Can't Change,36386,2016
Knock Knock,36336,2015
Mansome,36280,2012
Kindergarten Teacher,36190,2015
District B13: Ultimatum,36136,2010
Touchy Feely,36128,2013
New Year's Day,36106,1989
Dirty Love,36099,2005
Jiminy Glick in La La Wood,36039,2005
"Kill Me, Deadly",36027,2016
Not Cool,36026,2014
Welcome to Leith,36010,2015
Mozart and the Whale,36006,2006
The Inbetweeners Movie,36000,2012
Gentlemen Don't Eat Poets,35855,1997
The House of Tomorrow,35821,2018
Bangkok Revenge,35784,2012
The Road Movie,35757,2018
Fetih 1453: The Conquest of Constantinople,35730,2012
The Pinochet Case,35701,2002
Fighting Words,35688,2007
Memoir of War,35682,2018
Paul Goodman Changed My Life,35671,2011
Far Out Isn't Far Enough: The Tomi Ungerer Story,35647,2013
After Freedom,35639,2004
Canvas,35630,2007
The Year of the Yao,35591,2005
Fritz Lang's 'M' (2013 re-release),35566,2013
Guy and Madeline on a Park Bench,35556,2010
Finders Keepers (2015),35555,2015
The Event,35554,2003
Cosi,35489,1997
PGS Intuition,35423,2018
Kinyarwanda,35412,2011
Can Mr. Smith Get to Washington Anymore?,35397,2006
Max et les Ferrailleurs (Max and the Junkmen) (2012 re-release),35387,2012
Summertime (2016),35322,2016
Le Jour Se Leve (2014 re-release),35321,2014
Growing Up Smith,35312,2017
Camille Claudel 1915,35296,2013
Underdogs,35271,2013
Love and a .45,35200,1994
Rat Film,35195,2017
Mauvais Sang (2013 re-release),35176,2013
Bloodfist III: Forced to Fight,35154,1992
That Man From Rio,35144,2014
"Goodbye, Dragon Inn",35120,2004
When Harry Tries to Marry,35100,2011
Tai Chi Hero,35067,2013
The Girl (2013),35048,2013
Black Friday,35000,2007
Bon Jovi: The Lost Highway,35000,2007
A Killing Affair,35000,1988
Our City Dreams,34972,2009
Wild City,34866,2015
Man of the Century,34857,1999
A Decade Under the Influence,34837,2003
Campfire,34835,2005
Swimmers,34812,2006
Songs My Brothers Taught Me,34793,2016
Love in Space,34787,2011
Beneath the Harvest Sky,34768,2014
This Ain't No Mouse Music!,34754,2014
Mr. Right,34694,2016
Comic-Con Episode IV: A Fan's Hope,34665,2012
I Give It a Year,34657,2013
Showboy,34646,2004
La Petite Lili,34634,2004
Sophie and the Rising Sun,34630,2017
Le Trou (2017 re-release),34588,2017
Orchestra of Exiles,34577,2012
Hideaway (Le Refuge),34525,2010
Expelled from Paradise,34510,2014
Anatomy of Hell,34506,2004
24 Frames,34482,2018
Tiger & Bunny The Movie: The Rising,34471,2014
Kamikaze Girls,34424,2005
Filth,34411,2014
Ellie Parker,34410,2005
The Forbidden Room,34404,2015
Heidi Fleiss: Hollywood Madame,34402,1996
Pierrot le fou (2015 re-issue),34371,2015
Holy Hell (2018),34366,2018
Phantom Boy,34362,2016
Sweet Sixteen (Xia You Qiao Mu),34327,2016
Eisenstein in Guanajuato,34282,2016
Off the Rails,34249,2016
Rocks in my Pockets,34236,2014
Martin and Orloff,34222,2003
Last Cab to Darwin,34193,2016
What Will People Say,34179,2018
Dave Made a Maze,34117,2017
Beautiful Darling,34096,2011
Familiar Strangers,34068,2008
The Map Against the World,34034,2016
Hit So Hard,34025,2012
The Autobiography of Nicolae Ceausescu,34023,2011
Bert Stern: Original Mad Man,34005,2013
Your Mommy Kills Animals,34000,2007
Kuleana,33953,2018
Cowboys and Angels,33941,2004
Signs and Wonders,33842,2001
White Bird in a Blizzard,33821,2014
It Felt Like Love,33817,2014
The Lighthorsemen,33779,1988
Brief Interviews with Hideous Men,33745,2009
"My Country, My Country",33620,2006
Le Corbeau (2018 re-issue),33608,2018
What to Do in Case of Fire,33545,2002
Friends and Lovers,33543,1999
K: Missing Kings,33531,2014
The Turandot Project,33504,2001
Bluebeard,33490,2010
Twister (1990),33455,1990
Afterimage,33443,2017
Making the Boys,33443,2011
The Winding Stream,33420,2015
Man with a Plan,33402,1996
Sisters in Law,33312,2006
Running From Crazy,33300,2013
Blind Shaft,33272,2004
Equals,33258,2016
Keane,33256,2005
Stake Land,33245,2011
Jump Tomorrow,33236,2001
Big Bad Wolves,33232,2014
Lou Reed's Berlin,33231,2008
Loverboy,33223,2006
Mississippi Mermaid (re-issue),33216,2009
Around a Small Mountain,33216,2010
WASTED! The Story of Food Waste,33211,2017
The Last Winter,33190,2007
Love & Taxes,33150,2017
American Teacher,33144,2011
Regeneration,33131,1998
Alone in Berlin,33125,2017
Super Dark Times,33109,2017
Bolivia,33098,2003
Dislecksia: The Movie,33066,2013
Falling for Grace,33060,2007
Meet Monica Velour,33042,2011
Multiple Maniacs (2016 re-issue),33036,2016
Ahead of Time,33024,2010
Film Socialisme,32977,2011
Spoken Word,32961,2010
The Intervention,32919,2016
Beyond a Reasonable Doubt,32917,2009
The Time That Remains,32869,2011
A Field in England,32846,2014
Smile,32833,2005
Gille's Wife,32799,2005
Local Color,32788,2007
11/11/2011,32771,2011
Monster Hunt,32766,2016
No Home Movie,32757,2016
L'Age d'Or (Re-issue),32712,2004
Fanfan la Tulipe,32686,2003
Of Time and the City,32677,2009
The Tracey Fragments,32645,2008
Boesman and Lena,32625,2000
Sollers Point,32608,2018
Garage Days,32500,2003
Spettacolo,32494,2017
Boxing Gym,32476,2010
Fuel,32465,2009
Rurouni Kenshin: Origins,32445,2016
Free Zone,32381,2006
Beetle Queen Conquers Tokyo,32308,2010
For a Woman,32286,2014
Ayurveda: The Art of Being,32267,2002
Song One,32251,2015
Head Above Water,32212,1997
Love Forecast,32211,2015
Living in Emergency,32208,2010
Sacco and Vanzetti,32203,2007
The Hero of Color City,32188,2014
Anesthesia,32163,2016
Goodland,32140,2018
Octubre,32127,2011
Bird People,32111,2014
Brimstone and Glory,32059,2017
The Weekend,32050,2000
Kiss the Bride,32033,2008
Last Life in the Universe,32014,2004
"Rio, I Love You",31982,2016
District of Corruption,31954,2012
Reel Paradise,31918,2005
Going Shopping,31908,2005
Under the Shadow,31900,2016
Day Night / Day Night,31856,2007
Amira & Sam,31849,2015
Diary of a Hitman,31815,1992
Paths of the Soul,31747,2016
180 South,31745,2010
Beyond the Clouds,31738,1999
At Berkeley,31736,2013
Bad Manners,31687,1998
Porn Theatre,31653,2003
Stander,31651,2004
The Substance of Fire,31638,1997
Abuse of Weakness,31611,2014
Signature Move,31551,2017
"Out 1, noli me tangere",31539,2015
The Passionate Thief (2014 re-release),31539,2014
Intent to Destroy,31534,2017
Musical Chairs,31478,2012
Celine & Julie Go Boating (re-issue),31452,2012
Beyond the Farthest Star,31433,2013
Fabled,31425,2004
Whores' Glory,31420,2012
Sidemen: Long Road to Glory,31399,2017
Evocateur: The Morton Downey Jr. Movie,31313,2013
Don Verdean,31309,2015
Bootmen,31288,2000
Hats Off,31272,2008
The Hottest State,31216,2007
The Raspberry Reich,31211,2004
The Wedding Song,31160,2009
"Hey, Boo: Harper Lee & To Kill A Mockingbird",31135,2011
Small Town Murder Songs,31133,2011
7 Witches,31100,2017
Maniac (2013),31081,2013
White Irish Drinkers,31056,2011
In My Skin,31046,2003
Chooch,31015,2004
Nathalie,31008,2006
As I Open My Eyes,30989,2016
A Ciambra,30988,2018
Who Is Harry Nilsson?,30975,2010
Crooked Hearts,30964,1991
Super Capers,30955,2009
Kalakalappu@Masala Cafe,30949,2012
The Exiles (re-issue),30945,2008
Patti Smith: Dream of Life,30918,2008
Gangster No. 1,30915,2002
XX (2017),30911,2017
L!fe Happens,30905,2012
Sans Soleil (Re-issue),30878,2003
Checking Out,30877,1989
GasLand,30846,2010
Meet the Fokkens,30810,2012
24 City,30800,2009
Soul in the Hole,30697,1997
The Son of No One,30680,2011
The Wound,30678,2017
The Bay,30668,2012
Under the Skin of the City,30666,2003
Documented,30662,2014
Hide Away (2012),30655,2012
Yella,30647,2008
Valhalla Rising,30638,2010
Fighting for Life,30606,2008
Dark Matter,30591,2008
Fanfan la Tulipe (1952) (re-issue),30590,2006
The Son of Joseph,30588,2016
The Sea is Watching,30577,2003
Gang of Roses,30497,2003
Take My Eyes,30496,2006
The Boondock Saints,30471,2000
Dealt,30414,2017
These Birds Walk,30408,2013
"3 1/2 Minutes, 10 Bullets",30407,2015
Being Charlie,30400,2016
The Take,30380,2004
Rock and Rule,30379,1983
Shanghai Red,30353,2010
Walking on Dead Fish,30328,2008
Happy Christmas,30312,2014
Jimmy P,30283,2014
No Greater Love,30247,2017
Down to the Bone,30241,2005
Pyar Ke Side Effects,30230,2006
Free Enterprise,30229,1999
Weapons of Mass Deception,30210,2004
Cold Water (2018 re-release),30209,2018
Men & Chicken,30207,2016
Runoff,30186,2015
From Afar,30169,2016
Paul Taylor: Creative Domain,30168,2015
Southern Baptist Sissies,30160,2014
In My Sleep,30158,2010
Nocturama,30157,2017
American Swing,30156,2009
A Fond Kiss,30148,2004
For a Few Bullets,30142,2016
Standing Still,30142,2006
Muran,30116,2011
Therapy for a Vampire,30115,2016
The Seventh Fire,30112,2016
The Desert Bride,30110,2018
A Long Way Off,30104,2014
Teza,30070,2009
The Windmill Movie,30050,2009
Manakamana,30029,2014
Sonny,30005,2002
Cat Run,30000,2011
I Have Never Forgotten You: The Life & Legacy of Simon Wiesenthal,29976,2007
Evidence of a Haunting,29904,2011
Saint Misbehavin': The Wavy Gravy Movie,29893,2010
Praise,29874,2000
Lbs.,29866,2010
Hermano,29864,2012
In Pursuit of Silence,29834,2017
A Fierce Green Fire,29817,2013
O.C. and Stiggs,29815,1987
Hotel,29813,2003
Expired,29796,2008
Sacrifice,29792,2012
The Alphabet Killer,29784,2008
Uncertain,29736,2017
Multiple Sarcasms,29731,2010
Henri Cartier-Bresson: The Impassioned Eye,29710,2006
Mancora,29697,2009
Cracks,29683,2011
The Lovers on the Bridge,29679,1999
Memories of Underdevelopment (2017 re-release),29647,2018
Dead Man's Burden,29634,2013
Doin' Time on Planet Earth,29576,1988
Little Fugitive (2013 re-release),29505,2013
The Best Democracy Money Can Buy: A Tale of Billionaires & Ballot Bandits,29500,2016
The Dog Wedding,29495,2016
Paulette,29494,2015
Beyond Beautiful,29480,1999
Princesas,29472,2006
Troublemakers: The Story of Land Art,29462,2016
Romantico,29460,2006
The Official Story,29426,1985
Redemption Road,29384,2011
Gypsy '83,29367,2004
Empathy,29345,2004
Cousin Jules,29337,2013
The Topp Twins: Untouchable Girls,29316,2011
Freaked,29296,1993
You've Been Trumped,29273,2012
The Last Princess,29259,2016
Lemon,29258,2017
False Confessions,29245,2017
Sinbad: Beyond Veil of Mists,29245,2000
Time to Choose,29233,2016
Naked Fame,29220,2005
Or (My Treasure),29194,2005
Broken Sky,29185,2006
The Piano Tuner of Earthquakes,29121,2006
Gray's Anatomy,29090,1997
The Sleeping Beauty,29066,2011
Kill List,29063,2012
The Heart Is Deceitful Above All Things,29058,2006
Don't Tell,29015,2006
Fire in the Blood,28994,2013
Othello (2014 re-release),28980,2014
A Foreign Affair,28909,2004
Teknolust,28811,2003
Two in the Wave,28808,2010
Rebels of the Neon God,28791,2015
Americons,28782,2015
Hearts and Minds (Re-issue),28754,2004
Call of the Wild 3D,28682,2009
Catwalk,28672,1996
Hitler's Children,28663,2012
Berlin Syndrome,28660,2017
Band of Outsiders (Re-Issue),28656,2001
The Dark Backward,28654,1991
Valley of Love,28648,2016
Streetballers,28642,2009
Hard to Be a God,28608,2015
Explicit I'LLS,28564,2009
Garbo: The Spy,28563,2011
L.627,28540,1994
Why Don't You Play in Hell,28534,2014
Stations of the Elevated,28516,2014
Salvation Boulevard,28468,2011
The Seasons in Quincy: Four Portraits of John Berger,28456,2016
P.S. Your Cat is Dead,28454,2003
"Rabin, the Last Day",28411,2016
Morning Glory (1993),28409,1993
Struck By Lightning,28378,2013
Southpaw: The Francis Barrett Story,28365,2000
BoyBand,28336,2010
Guys and Balls,28324,2006
North Sea Texas,28307,2012
The Nightmare,28281,2015
"Like Sunday, Like Rain",28208,2015
39 Pounds of Love,28195,2005
7 Chinese Brothers,28180,2015
Teddy Bears' Picnic,28149,2002
"South of Heaven, West of Hell",28149,2001
The Ambassador,28102,2012
Closed Curtain,28098,2014
Poor Boy,28093,2018
Eternal,28089,2005
Bikes vs Cars,28072,2015
The Cut,28066,2015
Sembene!,28059,2015
An American Affair,28044,2009
The Blossoming of Maximo Oliveros,28041,2006
Take Me to the River (2016),28041,2016
Superstar in a Housedress,28032,2004
The Umbrellas of Cherbourg (Re-issue),28030,2004
Least Among Saints,28026,2012
A Song for Martin,27983,2001
Ribbons,27959,2017
Desbocados,27908,2009
Teen Witch,27843,1989
King of the Jungle,27841,2001
Radio Dreams,27836,2017
Don Carlo at La Scala,27834,2008
Best Laid Plans,27816,1999
"Tuesday, After Christmas",27813,2011
[Rec] 2,27766,2010
The Villainess,27741,2017
Simon Killer,27740,2013
30 Years of Garbage: The Garbage Pail Kids Story,27739,2017
Snowboarder,27732,2003
The Hottie & the Nottie,27696,2008
Before I Forget,27611,2008
Broadway Idiot,27595,2013
Good Dick,27595,2008
The Untamed,27593,2017
The King and the Mockingbird,27513,2014
Kaili Blues,27477,2016
Finding North,27466,1999
To Die For (1995),27455,1995
Boy's Briefs 4,27449,2006
Beyond Vanilla,27396,2003
Port of Shadows (2012 re-issue),27389,2012
Surveillance,27349,2009
Who Gets to Call It Art?,27344,2006
Unlocking the Cage,27284,2016
Good,27276,2008
After the Life: Trilogy 3,27256,2004
Jane's Journey,27253,2011
Everybody Says I'm Fine!,27225,2003
Nest of Vipers,27182,1979
The Life and Times of Allen Ginsberg,27182,1994
Iron Island,27177,2006
The Keeping Room,27166,2015
Tiger Eyes,27160,2013
Here and There,27156,2010
Bronx Gothic,27151,2017
The Eyes of My Mother,27099,2016
Blackway,27079,2016
Lilting,27054,2014
Last Weekend,27053,2014
Guest of Cindy Sherman,27052,2009
Clash (Bay Rong),27052,2011
The Last Ride,27000,2011
Level Five,27000,2014
The Joyriders,26999,1999
Frontrunners,26976,2008
Out in the Dark,26966,2013
Mali Blues,26950,2017
Gringo Wedding,26946,2007
The Garden,26931,2009
Cape of Good Hope,26904,2005
The Dukes,26875,2008
Abduction: The Megumi Yokota Story,26859,2006
"The Devil, Probably (2012 re-release)",26816,2012
A Fish Without a Bicycle,26799,2004
Trudell,26756,2006
Earth Days,26748,2009
Tap World,26747,2015
"Massoud, the Afghan",26747,2002
Here (2012),26743,2012
Neon Bull,26734,2016
Khiladi 420,26731,2000
Metroland,26682,1999
Papa (Luo shan ji dao dan ji hua),26677,2016
Machuca,26676,2005
The Answer Man,26676,2009
Lyrical Nitrate,26662,1991
Snow Cake,26651,2007
The Sweeney,26650,2013
Peace Officer,26632,2015
"Pink Ribbons, Inc.",26608,2012
All the Little Animals,26558,1999
Barely Legal,26511,2005
All About Lily Chou-Chou,26485,2002
Khosla Ka Ghosla,26472,2006
Forgotten Silver,26459,1997
Front Cover,26409,2016
Unknown (2006),26403,2006
Nine Dead Gay Guys,26377,2003
The Daughter,26376,2017
"Clean, Shaven",26351,1995
Belle de jour (2018 re-release),26331,2018
Two Bits,26282,1995
Eyes Wide Open,26258,2010
October Country,26185,2010
Standing Tall (La tete haute),26144,2016
The Misandrists,26123,2018
"Sex, Politics & Cocktails",26087,2005
They Call Us Monsters,26080,2017
Lipstick and Dynamite,26073,2005
Perestroika,26064,2009
Highway to Hell,26055,1992
Nursery University,26042,2009
Sequins,26042,2005
Maze,26041,2001
Ridge Runners,26019,2018
I'm Not Rappaport,26011,1996
The Winner,26004,1997
Django (2012 re-release),25916,2012
Snoop Dogg's Hood of Horror,25900,2007
Cowards Bend the Knee,25860,2004
Women Like Us,25859,2017
Carla's Song,25845,1998
Caesar & Otto's Summer Camp Massacre,25844,2011
Spriggan,25824,2001
Elena (2014),25788,2014
The Air I Breathe,25775,2008
The Willow Tree,25752,2007
Through the Fire,25752,2006
Stephanie Daley,25751,2007
"Ladies and Gentlemen, The Fabulous Stains",25728,1982
Chevalier,25696,2016
Go Now!,25695,1998
The Old Dark House (2017 re-issue),25678,2017
Gurukulam,25651,2016
The Wisdom of Crocodiles,25648,2000
18 ans apres,25611,2003
The Exploding Girl,25572,2010
Kate Plays Christine,25564,2016
Banjo,25531,2016
Naked Boys Singing,25526,2007
Waiting for Forever,25517,2011
Henri-Georges Clouzot's Inferno,25489,2010
Christian Mingle,25480,2014
Werckmeister Harmonies,25461,2001
The Army of Shadows (2015 re-release),25450,2015
Safe Conduct,25440,2002
The Other Woman,25423,2011
Mala Noche (re-issue),25386,2007
Adult World,25368,2014
The New Year's Eve of Old Lee,25358,2016
Cashback,25343,2007
Nobody Walks,25342,2012
Serious Moonlight,25339,2009
Lake of Fire,25317,2007
Maestro,25315,2004
Rediscover Sautet,25314,2015
Moscow Never Sleeps,25306,2017
Disturbing the Peace,25287,2016
Cosmos,25269,2016
Death of the Virgin,25247,2012
Love At First Fight,25229,2015
The Worst Movie EVER!,25206,2011
Drivers Wanted,25189,2005
Fresh (2010),25115,2010
Gotta Dance,25108,2009
In Another Country,25079,2012
Shade,25032,2004
Bonnie & Clyde Vs. Dracula,25027,2011
The Lucky Man,25015,2017
The Power of Few,25000,2013
My Little Girl,25000,1987
For Ever Mozart,25000,1997
End of the Line,25000,1987
Shadow Glories,24997,2001
The Weeping Meadow,24966,2005
R100,24956,2015
In the Intense Now,24955,2018
A Monster with a Thousand Heads,24852,2016
The Marseille Trilogy,24787,2017
Evolution,24770,2016
The Day After,24746,2018
Wrestling with Angels: Playwright Tony Kushner,24729,2006
Dream for an Insomniac,24727,1998
